timestamp,date,category,headline,severity,severity_score,impact_score,price_impact_bps,market_context,affected_regions,duration_days,source,source_reliability,verified,is_related,gpr_level
2020-10-01 19:55:13,2020-10-01,inventory_report,China crude inventories show lower trend,high,3,0.626,48.0,Indicates demand trajectory in largest importer,"[np.str_('US Gulf Coast'), np.str_('Global')]",1,market_calibrated_advanced,0.7,True,False,200.0
2020-10-02 15:24:31,2020-10-02,inventory_report,Cushing storage levels approach operational minimum,moderate,2,0.34719999999999995,73.9,Delivery point concerns for WTI contract,"[np.str_('Global'), np.str_('US Gulf Coast')]",2,market_calibrated_advanced,0.71,True,True,160.0
2020-10-02 18:53:07,2020-10-02,inventory_report,Cushing storage levels approach operational minimum,high,3,0.665,68.7,Delivery point concerns for WTI contract,"[np.str_('Global'), np.str_('US Gulf Coast')]",3,market_calibrated_advanced,0.92,True,False,200.0
2020-10-03 08:51:01,2020-10-03,sanctions,EU extends sanctions framework on Kuwait energy exports,high,3,0.7,93.5,Reduces available supply to European markets,[np.str_('Middle East')],64,market_calibrated_advanced,0.87,True,True,160.0
2020-10-03 17:28:38,2020-10-03,sanctions,Sanctions waiver negotiations for Libya oil exports,critical,4,1.0,269.8,Potential for supply increase if granted,[np.str_('Middle East')],59,market_calibrated_advanced,1.0,True,False,200.0
2020-10-04 04:12:00,2020-10-04,inventory_report,EIA reports unchanged crude inventory of 253M barrels,moderate,2,0.654,64.9,Weekly fundamental data point,"[np.str_('Global'), np.str_('US Gulf Coast')]",3,market_calibrated_advanced,0.86,True,False,200.0
2020-10-05 00:04:36,2020-10-05,geopolitical_tension,Diplomatic tensions escalate between Saudi Arabia and Libya,critical,4,0.928,216.5,Risk premium increases on supply disruption fears,"[np.str_('Global'), np.str_('Middle East'), np.str_('Asia Pacific')]",18,market_calibrated_advanced,0.91,True,False,200.0
2020-10-07 05:52:20,2020-10-07,inventory_report,China crude inventories show lower trend,moderate,2,0.574,92.9,Indicates demand trajectory in largest importer,"[np.str_('Global'), np.str_('US Gulf Coast')]",2,market_calibrated_advanced,0.9,False,False,196.0
2020-10-12 19:40:34,2020-10-12,trade_flow_disruption,Tanker tracking shows lower flows to UAE,high,3,1.0,180.1,Indicates trade pattern shifts,"[np.str_('Red Sea'), np.str_('Strait of Hormuz')]",8,market_calibrated_advanced,0.77,True,False,200.0
2020-10-13 03:24:47,2020-10-13,infrastructure,New pipeline capacity comes online in US Gulf Coast,moderate,2,0.991,95.7,Improves supply chain efficiency,"[np.str_('US Gulf Coast'), np.str_('North Sea')]",4,market_calibrated_advanced,0.71,True,False,200.0
2020-10-13 17:32:24,2020-10-13,military_conflict,Missile attack on USA port facility,extreme,5,1.0,992.6,Direct damage to export infrastructure,"[np.str_('North Africa'), np.str_('Strait of Hormuz'), np.str_('Middle East')]",26,market_calibrated_advanced,0.78,True,False,200.0
2020-10-14 09:47:54,2020-10-14,inventory_report,Cushing storage levels approach operational minimum,high,3,0.599,29.5,Delivery point concerns for WTI contract,[np.str_('Global')],1,market_calibrated_advanced,0.76,False,False,200.0
2020-10-14 10:06:40,2020-10-14,inventory_report,EIA reports unchanged crude inventory of 738M barrels,low,1,0.3465,41.7,Weekly fundamental data point,"[np.str_('Global'), np.str_('US Gulf Coast')]",4,market_calibrated_advanced,0.86,True,True,160.0
2020-10-17 05:10:02,2020-10-17,geopolitical_tension,Strategic reserve release coordinated by {alliance},high,3,1.0,188.4,Temporary supply increase to calm markets,[np.str_('Middle East')],19,market_calibrated_advanced,0.88,True,False,196.0
2020-10-18 14:05:32,2020-10-18,production_policy,Non-OPEC production growth revised higher,high,3,1.0,122.6,Shifts market share expectations,"[np.str_('Global'), np.str_('Middle East')]",25,market_calibrated_advanced,0.88,True,False,200.0
2020-10-18 14:55:37,2020-10-18,geopolitical_tension,Diplomatic tensions escalate between European Union and China,critical,4,1.0,233.8,Risk premium increases on supply disruption fears,"[np.str_('Global'), np.str_('Middle East')]",7,market_calibrated_advanced,0.9,True,False,200.0
2020-10-18 18:25:36,2020-10-18,geopolitical_tension,Energy security summit addresses North Sea supply concerns,moderate,2,0.5971,125.8,Coordinated response to supply risks,"[np.str_('Middle East'), np.str_('Global')]",31,market_calibrated_advanced,0.75,True,True,160.0
2020-10-19 21:07:28,2020-10-19,sanctions,EU extends sanctions framework on UAE energy exports,critical,4,1.0,341.4,Reduces available supply to European markets,"[np.str_('Global'), np.str_('Middle East')]",55,market_calibrated_advanced,0.78,True,False,200.0
2020-10-19 22:55:51,2020-10-19,sanctions,EU extends sanctions framework on Venezuela energy exports,high,3,0.7,142.3,Reduces available supply to European markets,[np.str_('Middle East')],62,market_calibrated_advanced,0.9,False,True,160.0
2020-10-23 12:27:00,2020-10-23,sanctions,Secondary sanctions threatened for Iran oil traders,extreme,5,1.0,130.2,Disrupts payment systems and shipping insurance,"[np.str_('Caspian Region'), np.str_('Global')]",65,market_calibrated_advanced,0.8,True,False,200.0
2020-10-23 22:40:21,2020-10-23,geopolitical_tension,Energy security summit addresses Caspian Region supply concerns,high,3,0.996,106.7,Coordinated response to supply risks,"[np.str_('Asia Pacific'), np.str_('Global'), np.str_('Middle East')]",38,market_calibrated_advanced,0.98,True,False,200.0
2020-10-25 03:01:25,2020-10-25,geopolitical_tension,Trade negotiations impact Global energy imports,high,3,0.988,157.0,Trade policy uncertainty affects flows,"[np.str_('Asia Pacific'), np.str_('Global')]",18,market_calibrated_advanced,0.71,True,False,200.0
2020-10-26 05:04:04,2020-10-26,military_conflict,Naval incident near Strait of Hormuz shipping lane,extreme,5,1.0,426.6,Risk to major transit chokepoint,"[np.str_('North Africa'), np.str_('Strait of Hormuz')]",22,market_calibrated_advanced,0.82,True,False,200.0
2020-10-27 03:27:17,2020-10-27,production_policy,Non-OPEC production growth revised higher,moderate,2,0.7,228.0,Shifts market share expectations,"[np.str_('Global'), np.str_('Middle East')]",32,market_calibrated_advanced,0.9,True,True,160.0
2020-10-27 09:30:05,2020-10-27,military_conflict,Naval incident near Strait of Hormuz shipping lane,extreme,5,1.0,275.8,Risk to major transit chokepoint,"[np.str_('Strait of Hormuz'), np.str_('North Africa')]",19,market_calibrated_advanced,0.76,True,False,200.0
2020-10-27 09:33:35,2020-10-27,production_policy,Non-OPEC production growth revised unchanged,high,3,1.0,247.5,Shifts market share expectations,"[np.str_('Middle East'), np.str_('Global')]",12,market_calibrated_advanced,0.93,True,False,200.0
2020-10-28 04:03:21,2020-10-28,infrastructure,Refinery outage reduces crude demand in North Sea,high,3,0.916,156.6,Reduces crude intake temporarily,"[np.str_('Middle East'), np.str_('North Sea'), np.str_('US Gulf Coast')]",2,market_calibrated_advanced,0.9,False,False,200.0
2020-10-28 11:16:47,2020-10-28,sanctions,Sanctions waiver negotiations for Saudi Arabia oil exports,critical,4,1.0,230.6,Potential for supply increase if granted,"[np.str_('Global'), np.str_('Middle East'), np.str_('Caspian Region')]",40,market_calibrated_advanced,0.79,True,False,200.0
2020-10-29 07:53:01,2020-10-29,inventory_report,EIA reports lower crude inventory of 136M barrels,low,1,0.392,44.6,Weekly fundamental data point,[np.str_('Global')],2,market_calibrated_advanced,0.94,True,True,160.0
2020-10-29 15:18:38,2020-10-29,inventory_report,EIA reports higher crude inventory of 452M barrels,moderate,2,0.618,61.7,Weekly fundamental data point,"[np.str_('Global'), np.str_('US Gulf Coast')]",2,market_calibrated_advanced,0.95,True,False,200.0
2020-10-29 20:55:30,2020-10-29,production_policy,China output disrupted by power outage at Ghawar,critical,4,1.0,231.9,Temporary supply reduction,"[np.str_('Middle East'), np.str_('Global')]",18,market_calibrated_advanced,0.8,True,False,200.0
2020-10-31 05:36:20,2020-10-31,inventory_report,EIA reports higher crude inventory of 1884M barrels,low,1,0.537,45.2,Weekly fundamental data point,"[np.str_('US Gulf Coast'), np.str_('Global')]",4,market_calibrated_advanced,0.83,True,False,199.0
2020-10-31 06:46:05,2020-10-31,geopolitical_tension,Strategic reserve release coordinated by {alliance},high,3,0.932,107.7,Temporary supply increase to calm markets,"[np.str_('Middle East'), np.str_('Asia Pacific')]",9,market_calibrated_advanced,0.87,True,False,199.0
2020-10-31 15:46:05,2020-10-31,geopolitical_tension,Trade negotiations impact Global energy imports,moderate,2,0.5551,105.5,Trade policy uncertainty affects flows,"[np.str_('Global'), np.str_('Asia Pacific'), np.str_('Middle East')]",12,market_calibrated_advanced,0.83,True,True,159.0
2020-11-02 02:22:26,2020-11-02,inventory_report,Cushing storage levels approach operational minimum,moderate,2,0.564,85.6,Delivery point concerns for WTI contract,"[np.str_('US Gulf Coast'), np.str_('Global')]",4,market_calibrated_advanced,0.97,True,False,198.0
2020-11-02 12:31:15,2020-11-02,inventory_report,EIA reports unchanged crude inventory of 583M barrels,low,1,0.2828,52.0,Weekly fundamental data point,[np.str_('Global')],1,market_calibrated_advanced,0.91,False,True,158.0
2020-11-02 18:08:47,2020-11-02,geopolitical_tension,Trade negotiations impact West Africa energy imports,moderate,2,1.0,178.5,Trade policy uncertainty affects flows,"[np.str_('Middle East'), np.str_('Global')]",40,market_calibrated_advanced,0.96,True,False,198.0
2020-11-03 18:54:12,2020-11-03,inventory_report,Floating storage levels unchanged off Asia Pacific,high,3,0.583,34.4,Signal of market contango/backwardation,"[np.str_('Global'), np.str_('US Gulf Coast')]",1,market_calibrated_advanced,0.76,True,False,200.0
2020-11-03 22:32:43,2020-11-03,inventory_report,EIA reports unchanged crude inventory of 330M barrels,low,1,0.4003999999999999,73.7,Weekly fundamental data point,[np.str_('US Gulf Coast')],2,market_calibrated_advanced,0.96,True,True,160.0
2020-11-04 19:39:16,2020-11-04,military_conflict,Drone attack targets Iraq oil infrastructure,extreme,5,1.0,535.6,"Immediate supply risk, insurance premiums spike",[np.str_('Strait of Hormuz')],10,market_calibrated_advanced,0.76,True,False,200.0
2020-11-05 04:43:47,2020-11-05,sanctions,Secondary sanctions threatened for USA oil traders,extreme,5,1.0,134.9,Disrupts payment systems and shipping insurance,[np.str_('Global')],71,market_calibrated_advanced,0.84,True,False,200.0
2020-11-06 04:08:19,2020-11-06,inventory_report,Floating storage levels higher off West Africa,moderate,2,0.3213,40.8,Signal of market contango/backwardation,"[np.str_('US Gulf Coast'), np.str_('Global')]",4,market_calibrated_advanced,0.93,True,True,160.0
2020-11-06 05:29:23,2020-11-06,infrastructure,Major pipeline maintenance reduces North Sea flows by 645,moderate,2,0.881,100.8,Temporary but planned supply reduction,"[np.str_('US Gulf Coast'), np.str_('Middle East'), np.str_('North Sea')]",11,market_calibrated_advanced,0.94,True,False,200.0
2020-11-06 19:42:42,2020-11-06,inventory_report,Cushing storage levels approach operational minimum,high,3,0.513,33.4,Delivery point concerns for WTI contract,[np.str_('US Gulf Coast')],3,market_calibrated_advanced,0.85,True,False,200.0
2020-11-07 00:42:27,2020-11-07,geopolitical_tension,Diplomatic tensions escalate between Russia and China,high,3,0.5488,177.8,Risk premium increases on supply disruption fears,"[np.str_('Global'), np.str_('Asia Pacific'), np.str_('Middle East')]",7,market_calibrated_advanced,0.95,True,True,160.0
2020-11-07 22:29:09,2020-11-07,geopolitical_tension,Trade negotiations impact US Gulf Coast energy imports,high,3,1.0,171.1,Trade policy uncertainty affects flows,[np.str_('Asia Pacific')],12,market_calibrated_advanced,0.72,True,False,200.0
2020-11-08 04:03:12,2020-11-08,infrastructure,Major pipeline maintenance reduces South China Sea flows by 210,moderate,2,0.858,133.3,Temporary but planned supply reduction,[np.str_('Middle East')],9,market_calibrated_advanced,0.79,True,False,200.0
2020-11-09 14:22:22,2020-11-09,infrastructure,Port congestion delays 18 tankers at Novorossiysk,high,3,0.976,80.7,Logistical bottleneck affecting deliveries,"[np.str_('US Gulf Coast'), np.str_('North Sea')]",2,market_calibrated_advanced,0.77,True,False,200.0
2020-11-10 01:58:27,2020-11-10,infrastructure,Major pipeline maintenance reduces Caspian Region flows by 452,moderate,2,0.867,102.0,Temporary but planned supply reduction,"[np.str_('Middle East'), np.str_('North Sea')]",10,market_calibrated_advanced,0.99,True,False,200.0
2020-11-10 02:04:02,2020-11-10,geopolitical_tension,Energy security summit addresses Global supply concerns,high,3,0.978,56.0,Coordinated response to supply risks,"[np.str_('Asia Pacific'), np.str_('Middle East')]",23,market_calibrated_advanced,0.78,True,False,200.0
2020-11-10 04:12:20,2020-11-10,inventory_report,Floating storage levels lower off Global,high,3,0.648,53.4,Signal of market contango/backwardation,[np.str_('Global')],2,market_calibrated_advanced,0.97,True,False,200.0
2020-11-10 04:33:43,2020-11-10,infrastructure,Refinery outage reduces crude demand in Middle East,high,3,0.892,69.0,Reduces crude intake temporarily,"[np.str_('US Gulf Coast'), np.str_('Middle East')]",12,market_calibrated_advanced,0.83,True,False,200.0
2020-11-10 11:50:56,2020-11-10,infrastructure,Major pipeline maintenance reduces Asia Pacific flows by 898,moderate,2,0.806,56.2,Temporary but planned supply reduction,"[np.str_('North Sea'), np.str_('US Gulf Coast')]",1,market_calibrated_advanced,0.75,True,False,200.0
2020-11-11 16:31:37,2020-11-11,inventory_report,EIA reports lower crude inventory of 1862M barrels,moderate,2,0.632,65.3,Weekly fundamental data point,"[np.str_('US Gulf Coast'), np.str_('Global')]",2,market_calibrated_advanced,0.85,True,False,200.0
2020-11-12 13:43:32,2020-11-12,military_conflict,Missile attack on Libya port facility,extreme,5,1.0,375.0,Direct damage to export infrastructure,[np.str_('Middle East')],3,market_calibrated_advanced,0.79,True,False,200.0
2020-11-12 18:11:55,2020-11-12,military_conflict,Missile attack on Nigeria port facility,extreme,5,0.7,241.4,Direct damage to export infrastructure,"[np.str_('Middle East'), np.str_('Strait of Hormuz')]",29,market_calibrated_advanced,0.98,False,True,160.0
2020-11-12 20:09:36,2020-11-12,inventory_report,Floating storage levels lower off North Sea,high,3,0.56,64.8,Signal of market contango/backwardation,"[np.str_('Global'), np.str_('US Gulf Coast')]",1,market_calibrated_advanced,0.71,True,False,200.0
2020-11-13 10:58:46,2020-11-13,inventory_report,China crude inventories show unchanged trend,high,3,0.59,75.3,Indicates demand trajectory in largest importer,"[np.str_('Global'), np.str_('US Gulf Coast')]",2,market_calibrated_advanced,0.75,True,False,200.0
2020-11-13 11:38:51,2020-11-13,trade_flow_disruption,Tanker tracking shows lower flows to Kuwait,high,3,1.0,225.5,Indicates trade pattern shifts,"[np.str_('South China Sea'), np.str_('Red Sea'), np.str_('Strait of Hormuz')]",11,market_calibrated_advanced,0.87,False,False,200.0
2020-11-14 07:55:13,2020-11-14,production_policy,European Union output disrupted by pipeline rupture at Rumaila,critical,4,1.0,187.6,Temporary supply reduction,"[np.str_('Middle East'), np.str_('Global')]",12,market_calibrated_advanced,0.73,True,False,200.0
2020-11-15 01:41:21,2020-11-15,inventory_report,EIA reports higher crude inventory of 1386M barrels,low,1,0.39619999999999994,31.7,Weekly fundamental data point,"[np.str_('US Gulf Coast'), np.str_('Global')]",1,market_calibrated_advanced,0.96,True,True,160.0
2020-11-15 14:35:56,2020-11-15,inventory_report,Floating storage levels higher off North Sea,high,3,0.645,28.6,Signal of market contango/backwardation,"[np.str_('US Gulf Coast'), np.str_('Global')]",3,market_calibrated_advanced,0.94,True,False,200.0
2020-11-16 07:27:44,2020-11-16,inventory_report,China crude inventories show lower trend,high,3,0.61,74.3,Indicates demand trajectory in largest importer,[np.str_('Global')],3,market_calibrated_advanced,0.93,True,False,200.0
2020-11-18 08:58:04,2020-11-18,production_policy,UAE output disrupted by power outage at Ghawar,critical,4,1.0,283.7,Temporary supply reduction,[np.str_('Middle East')],29,market_calibrated_advanced,0.98,True,False,200.0
2020-11-19 04:42:21,2020-11-19,inventory_report,China crude inventories show unchanged trend,high,3,0.684,88.2,Indicates demand trajectory in largest importer,"[np.str_('US Gulf Coast'), np.str_('Global')]",3,market_calibrated_advanced,0.94,True,False,200.0
2020-11-19 09:44:49,2020-11-19,geopolitical_tension,Trade negotiations impact North Sea energy imports,high,3,0.923,239.4,Trade policy uncertainty affects flows,"[np.str_('Asia Pacific'), np.str_('Middle East')]",20,market_calibrated_advanced,0.92,True,False,200.0
2020-11-19 09:47:54,2020-11-19,geopolitical_tension,Trade negotiations impact Latin America energy imports,moderate,2,0.5502,100.0,Trade policy uncertainty affects flows,"[np.str_('Middle East'), np.str_('Global'), np.str_('Asia Pacific')]",18,market_calibrated_advanced,0.81,True,True,160.0
2020-11-21 16:44:00,2020-11-21,geopolitical_tension,Strategic reserve release coordinated by {alliance},high,3,1.0,142.2,Temporary supply increase to calm markets,[np.str_('Middle East')],10,market_calibrated_advanced,0.78,True,False,198.0
2020-11-23 13:27:32,2020-11-23,sanctions,Secondary sanctions threatened for Nigeria oil traders,extreme,5,1.0,280.3,Disrupts payment systems and shipping insurance,"[np.str_('Middle East'), np.str_('Caspian Region')]",57,market_calibrated_advanced,0.94,True,False,200.0
2020-11-25 10:16:36,2020-11-25,trade_flow_disruption,Insurance premiums surge for Asia Pacific tanker transits,high,3,1.0,253.3,"Increases shipping costs, may deter voyages",[np.str_('South China Sea')],5,market_calibrated_advanced,0.94,True,False,197.0
2020-11-25 14:03:35,2020-11-25,trade_flow_disruption,Insurance premiums surge for North Africa tanker transits,high,3,0.5642,79.0,"Increases shipping costs, may deter voyages",[np.str_('Strait of Hormuz')],12,market_calibrated_advanced,0.73,True,True,158.0
2020-11-26 11:53:04,2020-11-26,sanctions,US imposes new sanctions on Iraq oil sector,critical,4,1.0,363.1,"Tightens global supply, redirects trade flows",[np.str_('Caspian Region')],24,market_calibrated_advanced,0.7,True,False,200.0
2020-12-01 17:25:07,2020-12-01,military_conflict,Missile attack on Iran port facility,extreme,5,1.0,597.3,Direct damage to export infrastructure,"[np.str_('Middle East'), np.str_('North Africa'), np.str_('Strait of Hormuz')]",7,market_calibrated_advanced,0.81,True,False,197.0
2020-12-02 05:37:02,2020-12-02,inventory_report,Cushing storage levels approach operational minimum,high,3,0.622,57.4,Delivery point concerns for WTI contract,[np.str_('US Gulf Coast')],4,market_calibrated_advanced,0.94,True,False,200.0
2020-12-04 05:39:14,2020-12-04,infrastructure,New pipeline capacity comes online in West Africa,moderate,2,0.842,143.9,Improves supply chain efficiency,"[np.str_('North Sea'), np.str_('US Gulf Coast'), np.str_('Middle East')]",1,market_calibrated_advanced,0.74,True,False,200.0
2020-12-06 20:23:23,2020-12-06,inventory_report,EIA reports unchanged crude inventory of 1022M barrels,moderate,2,0.658,86.8,Weekly fundamental data point,"[np.str_('US Gulf Coast'), np.str_('Global')]",4,market_calibrated_advanced,0.86,True,False,200.0
2020-12-09 01:15:29,2020-12-09,production_policy,OPEC+ agrees to adjust production by 1770 kb/d,high,3,1.0,80.6,Direct impact on global supply-demand balance,"[np.str_('Global'), np.str_('Middle East')]",44,market_calibrated_advanced,0.7,True,False,199.0
2020-12-09 16:30:09,2020-12-09,production_policy,Non-OPEC production growth revised unchanged,moderate,2,1.0,128.4,Shifts market share expectations,"[np.str_('Middle East'), np.str_('Global')]",55,market_calibrated_advanced,0.77,True,False,199.0
2020-12-09 21:16:47,2020-12-09,geopolitical_tension,Trade negotiations impact US Gulf Coast energy imports,moderate,2,0.954,208.3,Trade policy uncertainty affects flows,[np.str_('Global')],26,market_calibrated_advanced,0.91,True,False,199.0
2020-12-10 16:32:30,2020-12-10,infrastructure,Major pipeline maintenance reduces Latin America flows by 1243,moderate,2,0.83,131.0,Temporary but planned supply reduction,"[np.str_('Middle East'), np.str_('US Gulf Coast')]",2,market_calibrated_advanced,0.83,True,False,200.0
2020-12-14 01:22:57,2020-12-14,geopolitical_tension,Trade negotiations impact US Gulf Coast energy imports,high,3,0.964,162.1,Trade policy uncertainty affects flows,"[np.str_('Global'), np.str_('Middle East'), np.str_('Asia Pacific')]",33,market_calibrated_advanced,0.71,True,False,200.0
2020-12-14 16:16:10,2020-12-14,geopolitical_tension,Energy security summit addresses West Africa supply concerns,high,3,0.993,57.7,Coordinated response to supply risks,"[np.str_('Asia Pacific'), np.str_('Middle East')]",24,market_calibrated_advanced,0.78,True,False,200.0
2020-12-16 00:25:25,2020-12-16,geopolitical_tension,Diplomatic tensions escalate between Russia and UAE,high,3,0.912,139.6,Risk premium increases on supply disruption fears,[np.str_('Middle East')],40,market_calibrated_advanced,0.82,True,False,198.0
2020-12-18 09:55:42,2020-12-18,production_policy,Nigeria output disrupted by technical issues at Rumaila,high,3,1.0,167.3,Temporary supply reduction,[np.str_('Middle East')],19,market_calibrated_advanced,0.93,True,False,198.0
2020-12-19 02:18:13,2020-12-19,geopolitical_tension,Energy security summit addresses US Gulf Coast supply concerns,high,3,0.958,73.0,Coordinated response to supply risks,[np.str_('Global')],26,market_calibrated_advanced,0.82,True,False,200.0
2020-12-20 06:28:52,2020-12-20,infrastructure,Refinery outage reduces crude demand in Red Sea,high,3,0.961,130.8,Reduces crude intake temporarily,"[np.str_('Middle East'), np.str_('North Sea'), np.str_('US Gulf Coast')]",5,market_calibrated_advanced,0.99,True,False,200.0
2020-12-20 09:44:43,2020-12-20,inventory_report,EIA reports higher crude inventory of 1630M barrels,moderate,2,0.539,71.3,Weekly fundamental data point,[np.str_('US Gulf Coast')],3,market_calibrated_advanced,0.82,True,False,200.0
2020-12-22 18:39:03,2020-12-22,geopolitical_tension,Trade negotiations impact West Africa energy imports,high,3,0.96,116.6,Trade policy uncertainty affects flows,"[np.str_('Middle East'), np.str_('Global'), np.str_('Asia Pacific')]",40,market_calibrated_advanced,0.94,True,False,200.0
2020-12-25 15:22:42,2020-12-25,geopolitical_tension,Diplomatic tensions escalate between USA and India,critical,4,1.0,66.2,Risk premium increases on supply disruption fears,[np.str_('Middle East')],41,market_calibrated_advanced,0.89,False,False,200.0
2020-12-26 20:08:58,2020-12-26,trade_flow_disruption,Port restrictions impact Iran crude exports,critical,4,1.0,247.1,Physical supply bottleneck,"[np.str_('Red Sea'), np.str_('South China Sea'), np.str_('Strait of Hormuz')]",11,market_calibrated_advanced,0.97,True,False,200.0
2020-12-27 03:16:36,2020-12-27,sanctions,EU extends sanctions framework on UAE energy exports,critical,4,1.0,181.4,Reduces available supply to European markets,[np.str_('Middle East')],58,market_calibrated_advanced,0.98,True,False,200.0
2020-12-28 06:41:12,2020-12-28,geopolitical_tension,Strategic reserve release coordinated by {alliance},critical,4,0.927,87.4,Temporary supply increase to calm markets,"[np.str_('Middle East'), np.str_('Global')]",8,market_calibrated_advanced,0.73,True,False,200.0
2020-12-28 20:53:15,2020-12-28,geopolitical_tension,Strategic reserve release coordinated by {alliance},high,3,0.5313,172.4,Temporary supply increase to calm markets,[np.str_('Global')],23,market_calibrated_advanced,0.87,True,True,160.0
2020-12-29 08:54:50,2020-12-29,production_policy,OPEC+ agrees to adjust production by 1698 kb/d,critical,4,1.0,118.8,Direct impact on global supply-demand balance,"[np.str_('Global'), np.str_('Middle East')]",56,market_calibrated_advanced,0.99,False,False,200.0
2020-12-30 12:57:28,2020-12-30,trade_flow_disruption,Port restrictions impact Venezuela crude exports,critical,4,1.0,127.0,Physical supply bottleneck,"[np.str_('Red Sea'), np.str_('South China Sea')]",11,market_calibrated_advanced,0.92,True,False,200.0
2020-12-30 21:01:12,2020-12-30,infrastructure,Port congestion delays 22 tankers at Houston,high,3,0.946,110.1,Logistical bottleneck affecting deliveries,[np.str_('Middle East')],7,market_calibrated_advanced,0.92,True,False,200.0
2020-12-31 13:04:49,2020-12-31,geopolitical_tension,Diplomatic tensions escalate between Russia and Nigeria,high,3,0.5999,155.2,Risk premium increases on supply disruption fears,"[np.str_('Middle East'), np.str_('Global')]",15,market_calibrated_advanced,0.99,False,True,160.0
2020-12-31 14:49:47,2020-12-31,production_policy,Saudi Arabia announces voluntary production cut extension,critical,4,1.0,138.8,Tightens supply outlook,[np.str_('Global')],38,market_calibrated_advanced,0.71,True,False,200.0
2020-12-31 19:41:27,2020-12-31,geopolitical_tension,Trade negotiations impact North Africa energy imports,high,3,0.951,106.2,Trade policy uncertainty affects flows,"[np.str_('Global'), np.str_('Asia Pacific'), np.str_('Middle East')]",24,market_calibrated_advanced,0.93,True,False,200.0
2020-12-31 22:14:25,2020-12-31,production_policy,Non-OPEC production growth revised unchanged,high,3,1.0,166.8,Shifts market share expectations,[np.str_('Global')],36,market_calibrated_advanced,0.72,True,False,200.0
2021-01-01 16:41:46,2021-01-01,military_conflict,Missile attack on Kuwait port facility,extreme,5,1.0,732.1,Direct damage to export infrastructure,[np.str_('Strait of Hormuz')],8,market_calibrated_advanced,0.97,True,False,200.0
2021-01-02 07:38:07,2021-01-02,inventory_report,Floating storage levels lower off Asia Pacific,high,3,0.598,22.6,Signal of market contango/backwardation,"[np.str_('US Gulf Coast'), np.str_('Global')]",4,market_calibrated_advanced,0.71,True,False,200.0
2021-01-02 10:04:32,2021-01-02,inventory_report,Floating storage levels lower off South China Sea,moderate,2,0.35769999999999996,59.0,Signal of market contango/backwardation,"[np.str_('Global'), np.str_('US Gulf Coast')]",4,market_calibrated_advanced,0.73,True,True,160.0
2021-01-06 09:15:24,2021-01-06,production_policy,Iran announces voluntary production cut extension,high,3,1.0,140.8,Tightens supply outlook,"[np.str_('Global'), np.str_('Middle East')]",21,market_calibrated_advanced,0.71,True,False,200.0
2021-01-08 03:40:35,2021-01-08,infrastructure,Port congestion delays 11 tankers at Ras Tanura,moderate,2,0.844,143.7,Logistical bottleneck affecting deliveries,[np.str_('US Gulf Coast')],12,market_calibrated_advanced,0.89,True,False,199.0
2021-01-08 18:29:22,2021-01-08,sanctions,Sanctions waiver negotiations for Iraq oil exports,high,3,1.0,162.3,Potential for supply increase if granted,"[np.str_('Global'), np.str_('Caspian Region'), np.str_('Middle East')]",29,market_calibrated_advanced,0.78,True,False,199.0
2021-01-09 15:51:23,2021-01-09,sanctions,Sanctions waiver negotiations for Russia oil exports,critical,4,1.0,368.2,Potential for supply increase if granted,[np.str_('Middle East')],86,market_calibrated_advanced,0.83,True,False,200.0
2021-01-13 01:40:48,2021-01-13,trade_flow_disruption,Insurance premiums surge for West Africa tanker transits,high,3,1.0,186.3,"Increases shipping costs, may deter voyages",[np.str_('Red Sea')],15,market_calibrated_advanced,0.88,True,False,196.0
2021-01-13 19:22:48,2021-01-13,inventory_report,China crude inventories show unchanged trend,moderate,2,0.535,60.5,Indicates demand trajectory in largest importer,"[np.str_('US Gulf Coast'), np.str_('Global')]",2,market_calibrated_advanced,0.97,True,False,196.0
2021-01-16 11:29:27,2021-01-16,inventory_report,China crude inventories show unchanged trend,moderate,2,0.515,74.3,Indicates demand trajectory in largest importer,"[np.str_('Global'), np.str_('US Gulf Coast')]",3,market_calibrated_advanced,0.99,False,False,199.0
2021-01-19 11:30:12,2021-01-19,sanctions,OFAC issues new compliance guidance for oil transactions,moderate,2,1.0,173.5,Increases compliance costs and due diligence,"[np.str_('Caspian Region'), np.str_('Global')]",26,market_calibrated_advanced,0.99,False,False,198.0
2021-01-20 13:39:24,2021-01-20,infrastructure,New pipeline capacity comes online in Asia Pacific,moderate,2,0.981,80.8,Improves supply chain efficiency,[np.str_('North Sea')],12,market_calibrated_advanced,0.94,True,False,200.0
2021-01-20 14:43:46,2021-01-20,sanctions,EU extends sanctions framework on Saudi Arabia energy exports,critical,4,1.0,117.9,Reduces available supply to European markets,"[np.str_('Middle East'), np.str_('Global')]",39,market_calibrated_advanced,0.93,True,False,200.0
2021-01-21 08:14:43,2021-01-21,production_policy,OPEC+ agrees to adjust production by 1016 kb/d,critical,4,1.0,167.5,Direct impact on global supply-demand balance,"[np.str_('Global'), np.str_('Middle East')]",9,market_calibrated_advanced,0.89,False,False,200.0
2021-01-21 08:52:17,2021-01-21,inventory_report,Cushing storage levels approach operational minimum,high,3,0.672,91.5,Delivery point concerns for WTI contract,"[np.str_('US Gulf Coast'), np.str_('Global')]",1,market_calibrated_advanced,0.8,True,False,200.0
